brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
ralph lauren,brand_ralph_lauren_shirt,very good,xxl,50,15.65,15.0,6.0,29.95,3.9,5.0
carhartt,brand_carhartt_t_shirt,new without tags,l,50,13.23,11.62,4.0,35.0,3.6,6.5
zara,womens_jumpers_and_sweaters,very good,m,50,7.42,5.0,2.5,30.0,2.5,4.7
f&f,womens_jumpers_and_sweaters,very good,m,49,4.31,3.5,2.0,14.0,4,4.8
ralph lauren,brand_ralph_lauren_hoodie,very good,xs,49,20.21,20.0,5.0,50.0,5.2,6.5
next,womens_jeans,very good,l,49,4.32,3.5,2.0,20.0,2.0,5.0
zara,womens_outerwear,very good,xs,49,14.6,12.0,3.0,40.0,2.6,5.3
next,womens_tops_and_tshirts,very good,l,49,3.32,3.0,1.0,10.0,2.2,4.7
nike,brand_nike_t_shirt,new without tags,l,49,7.77,6.5,3.0,20.0,3.4,5.0
primark,womens_skorts,very good,m,49,2.98,2.5,1.0,12.0,5.3,7.3
adidas,brand_adidas_shoes,good,7,48,13.14,10.0,3.0,40.0,3.6,5.5
primark,womens_skorts,very good,s,48,2.41,2.0,1.0,6.0,6.4,6.7
nike,brand_nike,new without tags,m,48,8.44,6.0,3.0,75.0,2.1,4.9
shein,womens_skorts,very good,l,48,2.56,2.0,1.0,10.0,5.1,6.8
polo ralph lauren,brand_ralph_lauren_hoodie,good,s,48,15.83,12.0,5.0,40.0,4.0,5.5
zara,womens_skorts,very good,l,48,6.2,5.0,2.0,16.0,4.1,6.8
f&f,womens_jeans,very good,m,48,4.1,3.0,1.0,12.0,2.9,5.4
shein,womens_skorts,new without tags,m,48,2.58,2.0,1.0,6.0,5.8,6.9
next,womens_outerwear,very good,m,48,11.07,8.0,3.0,44.95,3.3,5.0
palace,brand_palace_hoodie,good,l,48,34.11,30.0,10.0,150.0,10.8,9.7
h&m,womens_tops_and_tshirts,very good,s,48,3.43,3.0,1.0,15.0,5.9,5.4
zara,womens_skorts,new without tags,s,47,8.71,7.0,2.0,32.0,3.6,6.5
next,tops_and_tshirts,very good,l,47,3.14,3.0,2.0,11.5,3.6,4.9
nike,brand_nike_hoodie,new without tags,m,47,13.69,10.0,3.0,45.0,2.7,5.2
levi's,brand_levis,new without tags,s,47,14.96,13.0,3.0,45.8,4.2,5.8
unknown,brand_hm,very good,unknown,47,8.89,5.0,3.0,130.0,3.3,4.9
unknown,brand_nike,very good,unknown,47,7.45,6.0,3.0,20.0,1.4,4.3
adidas,brand_adidas_shoes,very good,11,46,25.49,23.5,6.0,60.0,3.7,4.8
nike,brand_nike,good,xl,46,6.56,4.0,3.0,20.0,4.3,5.0
adidas,brand_adidas,new without tags,s,46,12.56,9.0,3.5,100.0,3.9,5.3
nike,brand_nike_hoodie,very good,xxl,46,11.34,10.0,4.0,32.99,4.2,5.3
next,womens_jumpers_and_sweaters,very good,m,46,5.91,4.0,2.0,35.0,2.8,4.7
nike,jumpers_and_sweaters,very good,m,46,10.5,8.0,3.0,25.0,2.5,5.3
nike,brand_nike_hoodie,new without tags,s,46,11.96,10.5,3.5,30.0,3.5,5.9
palace,brand_palace_shirt,good,s,46,14.87,15.0,5.0,30.0,7.9,7.8
unknown,brand_supreme,good,unknown,46,44.52,14.48,3.0,420.0,5.7,8.1
palace,brand_palace_t_shirt,very good,m,46,41.26,35.0,15.0,185.0,12.5,9.3
shein,womens_dresses,very good,s,45,3.23,3.0,1.0,10.0,7.6,5.8
nike,activewear,good,m,45,4.67,4.0,1.0,25.0,4.7,6.2
nike,brand_nike_t_shirt,very good,xs,45,5.49,4.0,3.0,26.4,4.0,6.0
unknown,womens_dresses,very good,s,45,12.04,7.0,1.0,60.0,7.1,6.0
nike,brand_nike_t_shirt,very good,xxl,45,8.38,5.0,3.0,28.0,3.4,5.6
h&m,brand_hm,very good,3 years,45,4.23,4.0,3.0,10.48,4.3,5.1
adidas,brand_adidas_shoes,good,5.5,45,14.85,14.0,4.0,50.0,3.1,5.3
shein,womens_tops_and_tshirts,very good,m,45,1.76,1.5,1.0,6.0,6.6,5.8
ralph lauren,brand_ralph_lauren_hoodie,good,m,45,13.88,14.0,3.0,25.0,6.6,6.4
nike,trousers,very good,xl,45,12.98,10.0,3.0,32.5,2.5,5.0
h&m,womens_jeans,very good,s,45,4.22,4.0,1.0,13.0,3.9,5.5
new look,womens_jumpers_and_sweaters,very good,m,45,3.36,3.0,1.0,12.99,4.2,4.9
levi's,brand_levis,good,w36,44,10.34,9.5,4.0,27.0,5.2,5.8
carhartt,brand_carhartt,very good,w30,44,20.81,19.99,5.0,50.0,3.2,5.5
nike,brand_nike_t_shirt,new without tags,s,44,6.76,5.0,3.0,19.0,4.0,5.3
zara,womens_dresses,very good,l,44,8.5,5.0,1.0,30.0,3.3,4.8
polo ralph lauren,brand_polo_ralph_lauren,good,xl,44,11.67,10.0,3.0,39.99,3.8,6.3
nike,brand_nike_air_max_95,very good,10,44,59.73,50.0,24.99,140.0,2.9,6.2
urban outfitters,womens_tops_and_tshirts,very good,s,44,5.91,5.0,2.0,25.0,4.7,4.8
george,womens_dresses,very good,m,44,2.96,3.0,1.0,8.0,5.0,5.1
marks & spencer,womens_jumpers_and_sweaters,very good,l,44,7.96,5.0,2.0,35.0,2.4,4.5
shein,womens_tops_and_tshirts,new without tags,s,44,2.23,2.0,1.0,10.0,6.7,5.7
levi's,brand_levis,new without tags,m,44,13.05,10.0,3.0,50.0,3.4,5.8
prettylittlething,womens_dresses,very good,s,44,7.51,4.97,1.0,30.0,5.7,5.5
nike,brand_nike,new without tags,s,44,8.49,5.0,3.0,34.99,2.6,4.6
nike,brand_nike_hoodie,good,xs,44,5.45,5.0,3.0,18.0,3.7,5.8
ralph lauren,brand_ralph_lauren_polo_shirt,very good,xxl,44,14.16,13.0,5.0,34.99,5.6,5.7
h&m,brand_hm,very good,3-6 months,43,4.65,3.0,3.0,14.0,3.8,5.2
shein,womens_skorts,new without tags,s,43,2.48,2.0,1.0,10.0,5.7,8.1
nike air,brand_nike_air_max_95,very good,5,43,23.75,25.0,6.0,60.0,9.0,9.1
adidas,brand_adidas_shoes,good,8,43,16.25,14.0,3.0,65.0,3.8,5.7
zara,outerwear,very good,m,43,11.25,10.0,4.0,30.0,2.4,4.7
primark,womens_tops_and_tshirts,very good,s,43,2.49,2.0,1.0,7.0,4.8,5.4
adidas,activewear,very good,s,43,13.36,10.0,2.0,45.0,4.6,5.9
supreme,brand_supreme,very good,l,43,59.72,47.0,10.0,250.0,5.2,7.1
nike,outerwear,very good,m,43,22.65,20.0,8.0,100.0,3.0,4.8
nike,brand_nike_air_max_95,very good,8.5,43,57.14,50.0,20.0,140.0,3.3,6.6
nike air,brand_nike_air_max_95,very good,9,42,52.06,42.5,15.0,175.0,6.9,8.0
adidas,brand_adidas_shoes,good,4,42,11.58,10.0,3.0,34.5,4.4,5.8
shein,womens_dresses,very good,l,42,2.9,2.5,1.0,10.0,5.8,5.4
adidas,brand_adidas,good,s,42,6.72,4.5,3.0,39.99,3.7,5.6
river island,womens_tops_and_tshirts,very good,s,42,4.39,3.0,1.0,20.0,4.8,4.8
h&m,brand_hm,new with tags,xs,42,8.0,6.0,3.0,45.0,3.3,5.3
nike,brand_nike_tracksuit,new without tags,s,42,27.86,24.0,7.0,65.0,2.9,6.0
carhartt,brand_carhartt_t_shirt,good,s,42,6.91,6.22,3.0,15.0,5.7,6.7
ralph lauren,brand_ralph_lauren_shirt,good,s,42,10.2,10.0,3.0,19.0,4,5.3
h&m divided,brand_hm,very good,s,42,4.91,4.0,3.0,15.0,2.9,5.2
supreme,brand_supreme,very good,one size,42,34.87,27.0,10.0,150.0,5.3,6.8
adidas,activewear,very good,xl,42,14.44,10.0,3.0,65.0,2.9,5.1
carhartt,brand_carhartt_jacket,good,s,42,34.73,30.71,10.0,89.99,3,6.6
nike air,brand_nike_air_max_95,very good,5.5,41,24.77,25.0,4.0,55.0,8.7,9.9
carhartt,brand_carhartt_jacket,very good,xxl,41,41.92,38.0,14.93,100.0,5.4,6.3
unknown,brand_adidas,very good,unknown,41,9.82,5.0,3.0,95.0,4.0,4.9
adidas,brand_adidas,very good,11 years,41,5.29,4.5,3.0,12.0,2.2,5.7
adidas,brand_adidas_shoes,very good,7.5,41,26.86,24.0,6.5,70.0,3.3,5.3
nike,shoes,very good,8.5,41,30.14,25.0,9.0,80.0,3.8,5.1
bershka,brand_bershka,good,xs,41,7.51,5.0,3.0,25.0,3.5,5.5
under armour,activewear,very good,xl,41,11.79,6.0,3.0,65.0,2.5,5.5
the north face,tops_and_tshirts,very good,m,41,5.54,4.0,2.0,39.99,3.0,4.6
asos design,womens_dresses,very good,s,41,12.27,6.0,2.0,90.0,4.1,5.3
primark,womens_jumpers_and_sweaters,very good,s,40,2.79,2.0,1.0,8.0,4.8,5.3
adidas,brand_adidas_shoes,very good,8.5,40,29.23,28.0,7.0,90.0,4.4,4.9
carhartt,brand_carhartt,good,w32,40,23.1,16.25,5.0,53.99,4.2,6.2
levi's,brand_levis,very good,w29,40,12.66,10.0,4.99,55.0,4.2,5.1
h&m,brand_hm,very good,4 years,40,4.86,4.0,3.0,15.0,3.2,5.3
new look,womens_jeans,very good,l,40,4.38,4.0,1.0,10.0,2.6,5.2
primark,womens_outerwear,very good,m,40,6.09,5.0,2.0,25.0,3.2,5.3
hollister,womens_tops_and_tshirts,very good,s,40,8.12,6.0,2.0,28.0,2.5,4.7
carhartt,brand_carhartt_jacket,new without tags,l,39,44.11,34.87,18.7,105.0,4.5,5.9
carhartt,brand_carhartt,good,s,39,23.26,14.96,4.0,249.99,3.5,6.6
zara,womens_skorts,good,m,39,4.8,4.0,2.69,10.73,4.5,4.9
adidas,brand_adidas_shoes,very good,3,39,18.05,20.0,3.0,40.0,2.4,5.6
supreme,brand_supreme_shirt,new with tags,m,39,51.2,44.88,20.0,150.0,5.8,6.2
carhartt,brand_carhartt_jacket,good,xl,39,41.9,35.0,10.0,120.0,6.8,6.3
asics,shoes,very good,9,39,49.68,50.0,17.0,80.0,2.0,4.6
h&m,brand_hm,very good,24-36 months,39,4.83,4.0,3.0,20.0,4.2,5.1
unknown,brand_palace,new with tags,unknown,39,23.95,6.0,3.0,250.0,5.0,7.8
carhartt,brand_carhartt,good,w34,39,23.43,16.0,6.0,60.0,4.1,6.0
shein,womens_tops_and_tshirts,very good,xs,39,1.88,1.5,1.0,8.0,7.1,5.6
zara,womens_outerwear,very good,l,39,17.65,12.0,3.5,80.0,4.1,5.3
the north face,outerwear,very good,l,39,30.01,25.0,10.0,95.0,1.8,5.4
levi's,jeans,very good,w36,39,16.35,14.0,4.0,65.0,3.3,4.9
nike,brand_nike_tech_fleece_trousers,good,xl,39,8.62,8.0,4.0,24.95,8.5,8.4
marks & spencer,womens_outerwear,very good,l,39,14.14,10.0,4.0,49.0,4.1,4.8
new look,womens_outerwear,very good,l,39,6.74,5.0,1.5,25.0,3.8,5.4
f&f,womens_outerwear,very good,m,38,6.77,5.0,2.25,20.0,2.5,5.0
h&m,brand_hm,very good,18-24 months,38,5.25,3.0,3.0,36.0,3.1,4.8
next,jeans,very good,w34,38,4.53,4.0,2.0,10.0,3.3,5.5
marks & spencer,outerwear,very good,l,38,11.83,10.0,2.64,29.0,4.2,5.7
nike,brand_nike_tracksuit,new with tags,m,38,39.3,35.0,7.0,85.0,2.8,5.7
under armour,activewear,very good,s,38,11.18,6.0,1.5,47.0,3.6,5.6
ralph lauren,brand_polo_ralph_lauren,very good,m,38,37.09,36.99,13.92,75.0,2.9,5.4
zara,womens_skorts,new without tags,m,38,9.31,8.0,2.0,35.0,3.9,6.1
marks & spencer,jumpers_and_sweaters,very good,m,38,6.53,5.0,1.0,20.0,2.2,5.5
polo ralph lauren,brand_ralph_lauren_shirt,good,m,38,11.29,10.5,3.0,20.0,3.5,5.4
nike,outerwear,very good,l,38,25.78,20.0,8.0,90.0,3.3,5.4
primark,womens_jeans,very good,m,38,2.91,3.0,1.0,10.0,4.2,5.1
supreme,brand_supreme_t_shirt,good,l,38,18.1,20.0,3.0,30.0,10,8.5
adidas,trousers,very good,m,37,11.34,9.0,4.0,45.0,2.6,5.9
nike,jumpers_and_sweaters,very good,l,37,14.13,10.0,4.0,35.0,4.5,5.8
h&m,brand_hm,very good,6-9 months,37,4.29,4.0,3.0,11.24,4.2,4.9
next,womens_outerwear,very good,l,37,11.3,10.0,4.0,42.0,3.1,5.0
the north face,womens_outerwear,very good,m,37,31.93,20.0,6.0,150.0,5.2,4.4
the north face,womens_outerwear,very good,s,37,40.86,30.0,5.0,120.0,7.9,4.7
zara,womens_tops_and_tshirts,very good,xs,37,6.16,5.0,1.0,18.0,4.2,5.3
carhartt,brand_carhartt_t_shirt,good,xl,37,9.68,10.0,4.0,26.83,5.1,6.7
carhartt wip,brand_carhartt_t_shirt,very good,s,37,15.62,15.0,6.0,25.89,5.2,7.3
river island,womens_dresses,very good,s,37,7.61,5.0,2.0,42.0,4.8,5.0
nike,brand_nike_air_max_95,very good,5.5,36,30.27,28.5,15.0,65.0,1.6,6.8
carhartt,brand_carhartt_t_shirt,new without tags,m,36,11.37,10.0,5.0,35.0,4.4,6.1
nike,brand_nike_tech_fleece_trousers,good,xs,36,8.69,8.0,3.0,32.19,6.8,7.5
the north face,outerwear,very good,s,36,36.59,33.0,6.0,95.0,3.7,6.1
zara,outerwear,very good,l,36,12.17,10.0,3.0,30.0,2.7,4.9
next,womens_outerwear,very good,s,36,11.35,8.0,3.0,45.0,3.2,5.2
shein,womens_tops_and_tshirts,very good,l,36,2.02,1.75,1.0,6.0,6.1,4.9
palace,brand_palace_hoodie,good,s,36,31.08,27.5,10.0,89.99,9.6,9.3
levi's,jeans,very good,w30,36,13.82,12.0,5.0,35.0,3.6,5.1
adidas,brand_adidas_shoes,new with tags,5,35,35.36,35.0,14.0,80.0,3.4,5.5
carhartt,brand_carhartt_t_shirt,very good,xxl,35,11.3,10.0,3.99,25.75,5.1,5.9
levi's,brand_levis,good,w30,35,9.22,8.0,3.0,28.0,4.0,6.1
next,womens_tops_and_tshirts,very good,s,35,4.21,3.99,1.0,16.5,1.2,4.5
new look,womens_jeans,very good,s,35,3.63,3.0,1.0,10.0,4.5,5.1
palace,brand_palace,good,m,35,29.42,25.0,9.0,150.0,7.9,8.7
nike,brand_nike,good,6,35,14.41,10.0,4.0,70.0,4.1,4.8
next,jumpers_and_sweaters,very good,m,35,4.63,4.0,1.5,10.0,3.1,5.3
nike,shoes,very good,6,35,23.91,20.0,6.0,85.0,3.7,5.0
h&m,brand_hm,very good,6 years,35,4.47,4.0,3.0,11.5,3.4,5.3
f&f,womens_dresses,very good,m,35,3.48,3.0,2.0,14.0,4.4,5.4
asos design,womens_dresses,very good,m,35,8.64,8.0,3.0,27.99,4.2,5.3
river island,womens_dresses,very good,m,35,5.39,5.0,2.0,16.0,3.5,4.8
zara,womens_tops_and_tshirts,new with tags,s,35,9.19,8.0,1.5,30.0,3.9,5.3
marks & spencer,womens_jeans,very good,xl,35,6.37,5.0,1.5,17.0,1.6,4.9
supreme,brand_supreme_t_shirt,very good,s,35,26.96,27.5,10.0,55.0,8.0,8.0
tommy hilfiger,jumpers_and_sweaters,very good,l,35,15.3,11.0,5.0,44.99,3.9,5.1
river island,womens_outerwear,very good,m,35,9.17,8.0,3.0,25.0,2.6,4.4
palace,brand_palace_t_shirt,very good,s,35,40.1,29.0,14.0,240.0,12.2,11
adidas,brand_adidas,new with tags,xs,34,19.13,16.0,4.0,50.0,3.5,5.3
levi's,womens_jeans,very good,m,34,15.67,15.0,4.0,38.0,6.2,5.1
h&m,womens_tops_and_tshirts,very good,m,34,3.73,3.0,1.5,20.0,5.4,5.2
joules,womens_outerwear,very good,m,34,17.06,12.0,5.0,60.0,2.7,4.3
supreme,brand_supreme,very good,s,34,57.14,55.0,5.0,140.0,3.5,6.8
nike,brand_nike,very good,4,34,18.29,15.0,5.0,70.0,2.7,4.8
h&m,womens_outerwear,very good,s,34,9.52,8.0,2.28,33.0,4.8,5.4
h&m,womens_jumpers_and_sweaters,very good,s,34,4.38,3.0,2.0,14.0,2.7,5.4
nike,brand_nike,very good,11 years,34,5.31,4.0,3.0,20.0,2.3,4.9
river island,womens_jeans,very good,s,34,8.47,5.0,1.0,40.0,7,5.2
adidas,brand_adidas,new with tags,l,34,21.84,17.25,4.0,60.0,1.9,4.6
next,jumpers_and_sweaters,very good,l,34,5.31,4.0,2.0,16.0,3.4,5.0
zara,womens_dresses,very good,xs,34,9.96,7.5,2.0,32.0,5.9,5.5
nike air,brand_nike_air_max_95,very good,7,34,35.51,35.0,9.0,70.0,7.4,8.5
nike,brand_nike_tech_fleece_trousers,new without tags,s,34,17.89,15.0,4.0,60.0,6.5,7.1
unknown,womens_outerwear,very good,m,33,13.71,10.0,3.0,40.0,6.7,5.3
adidas,brand_adidas_shoes,very good,9.5,33,29.73,30.0,8.0,55.0,4.1,5.4
h&m,womens_jumpers_and_sweaters,very good,m,33,4.21,3.0,1.5,12.0,4.6,5.3
nike,shoes,very good,9.5,33,44.27,35.0,10.0,132.0,2.5,4.5
unknown,womens_dresses,very good,m,33,13.63,10.0,2.0,34.99,5.9,5.6
montirex,activewear,very good,l,33,14.19,9.0,4.4,50.0,3.3,5.1
nike,brand_nike,very good,9,33,30.33,25.0,5.0,85.0,2.9,5.0
h&m,brand_hm,very good,5 years,33,4.42,4.0,3.0,11.25,4.0,4.8
supreme,brand_supreme_hoodie,new with tags,m,33,67.72,55.1,20.0,185.0,9.4,8.4
river island,womens_tops_and_tshirts,very good,m,33,5.27,4.0,1.5,21.0,5.2,4.5
h&m,brand_hm,very good,7 years,33,4.21,4.0,3.0,8.0,3.2,5.0
bershka,brand_bershka,new with tags,l,33,13.88,12.0,3.0,45.0,3.2,5.9
primark,womens_outerwear,very good,s,33,6.01,4.0,2.0,20.0,4.8,5.6
ralph lauren,brand_ralph_lauren_hoodie,good,s,33,12.14,12.0,4.0,20.0,5.6,6.7
levi's,brand_levis,new with tags,s,33,19.73,16.0,4.0,75.0,5.3,5.9
real leather,outerwear,very good,l,33,45.61,45.0,20.0,58.0,3.6,4.7
new look,womens_tops_and_tshirts,very good,l,33,2.8,2.25,1.0,10.0,4.2,4.9
nike,brand_nike_hoodie,very good,12 years,33,6.35,5.0,3.0,20.0,4.5,5.1
prettylittlething,womens_dresses,very good,m,32,6.29,4.0,1.5,28.0,3.6,4.7
new look,womens_jumpers_and_sweaters,very good,s,32,3.66,3.0,1.0,14.0,3.3,5.0
george,womens_outerwear,very good,m,32,4.95,4.0,2.0,24.0,3.9,5.9
levi's,jeans,good,w32,32,11.52,10.0,2.0,40.0,2.9,5.6
adidas,brand_adidas_shoes,very good,6 baby | eu 23,32,10.3,8.5,4.0,28.0,3,5.7
adidas,brand_adidas_shoes,good,10,32,15.22,15.0,4.0,40.0,3.5,5.5
carhartt,brand_carhartt,new without tags,m,32,23.56,18.0,7.0,75.0,3.7,6.2
ralph lauren,brand_ralph_lauren_polo_shirt,good,s,32,12.26,10.0,3.0,30.0,3.4,6.1
h&m,brand_hm,very good,1-3 months,32,4.28,3.5,3.0,15.0,4.4,5.5
carhartt,brand_carhartt,good,xl,32,14.71,12.0,3.0,65.0,3.5,5.0
primark,womens_tops_and_tshirts,very good,m,32,2.06,2.0,1.0,7.0,6.7,5.4
nike,brand_nike_tech_fleece_hoodie,good,xl,32,11.76,10.0,4.0,25.0,8.2,7.7
shein,womens_skorts,new without tags,l,32,2.81,2.6,1.0,6.0,6.6,6.7
stradivarius,womens_skorts,very good,s,32,5.42,4.0,2.0,15.0,7.6,6.4
adidas,brand_adidas_shoes,new with tags,6,32,31.37,35.0,6.0,65.0,1.9,5.1
ralph lauren,brand_ralph_lauren_shirt,new without tags,m,32,19.19,19.99,6.0,46.0,4.0,5.1
next,tops_and_tshirts,very good,m,32,2.83,3.0,1.0,9.0,2.5,4.7
nike,jumpers_and_sweaters,very good,s,32,12.87,10.0,3.0,50.0,3.3,5.5
ralph lauren,brand_ralph_lauren_shirt,good,xl,32,9.89,10.0,3.0,20.0,4.1,6.0
nike,brand_nike_hoodie,new without tags,l,32,10.34,10.0,3.0,20.0,1.6,4.9
carhartt,brand_carhartt_t_shirt,new with tags,m,32,15.59,15.0,5.0,30.0,3.9,5.7
h&m,womens_outerwear,very good,m,31,9.85,8.0,3.0,40.0,5.6,5.6
oh polly,womens_dresses,very good,s,31,10.63,8.0,3.0,35.0,4.6,4.9
h&m,brand_hm,good,l,31,4.36,4.0,3.0,14.93,3.9,5.3
nike,activewear,good,l,31,9.31,5.0,1.5,48.0,4.6,6.1
shein,womens_tops_and_tshirts,new without tags,m,31,2.43,2.0,1.0,7.0,6.1,4.9
tu,womens_jumpers_and_sweaters,very good,m,31,3.59,3.0,1.0,11.0,4.5,4.7
shein,womens_tops_and_tshirts,new without tags,xs,31,1.79,1.75,1.0,4.0,9.1,6.1
nike air,brand_nike_air_max_95,very good,8,31,48.58,40.0,18.0,150.0,9.1,8.9
polo ralph lauren,brand_polo_ralph_lauren,very good,one size,31,14.31,12.0,5.0,47.0,2.3,4.5
polo ralph lauren,brand_ralph_lauren_polo_shirt,good,xl,31,12.64,10.0,5.0,37.0,4.1,5.5
ralph lauren,brand_ralph_lauren_polo_shirt,good,xl,31,9.08,7.0,3.5,24.99,3.8,6.1
adidas,trousers,very good,l,31,17.79,15.0,3.75,70.0,3.3,5.2
h&m,brand_hm,very good,12-18 months,31,3.58,3.0,3.0,6.0,2.1,5.1
nike,brand_nike_air_max_95,good,9,31,31.59,30.0,6.5,80.0,3.4,6.1
supreme,brand_supreme_hoodie,new without tags,m,31,66.13,55.0,30.0,165.0,9.9,9.5
tu,womens_jeans,very good,m,31,4.36,4.0,1.0,10.0,3.8,4.2
levi's,brand_levis,very good,w40,31,12.69,10.0,6.0,28.0,2.5,5.5
nike,brand_nike,new with tags,m,31,15.03,12.0,3.0,75.0,2.4,4.2
nike,brand_nike_air_max_95,good,6,30,23.3,22.5,5.0,49.99,5.1,7.1
zara,womens_tops_and_tshirts,very good,l,30,4.57,4.0,2.0,10.0,3.8,4.5
columbia,outerwear,very good,l,30,22.71,20.0,9.0,55.0,1.7,4.9
adidas,brand_adidas_shoes,very good,7 child | eu 24,30,10.2,10.0,3.0,25.0,2.3,5.0
adidas,brand_adidas_shoes,very good,3.5,30,24.58,25.0,6.0,65.0,4.0,5.3
adidas,brand_adidas_shoes,very good,10 child | eu 28,30,8.95,8.0,3.0,28.0,3.4,5.6
levi's,brand_levis,very good,xxl,30,10.73,8.5,3.0,55.0,4.9,5.0
ralph lauren,brand_polo_ralph_lauren,very good,l,30,37.62,37.0,8.0,65.0,3.4,5.3
ralph lauren,brand_ralph_lauren_shirt,new without tags,l,30,20.32,19.48,10.0,40.0,3.3,5.1
levi's,brand_levis,good,w38,30,12.32,10.0,4.95,24.0,4.3,5.8
shein,womens_dresses,new without tags,m,30,3.17,3.0,1.0,8.0,6.7,5.9
nike,brand_nike,good,xs,30,4.35,4.0,3.0,15.0,3.8,5.8
nike,brand_nike_tracksuit,good,xs,30,8.52,6.25,3.0,20.0,4.3,6.2
shein,womens_dresses,new without tags,s,30,3.22,3.0,1.0,10.0,7.9,5.9
joules,womens_outerwear,very good,s,30,17.03,11.0,4.5,70.0,4.2,5.0
adidas,brand_adidas,very good,5,30,22.43,17.0,3.0,55.0,3.4,5.6
supreme,brand_supreme,good,m,30,42.35,33.0,11.0,150.0,3.7,7.9
polo ralph lauren,brand_ralph_lauren_hoodie,good,xl,30,16.92,15.0,6.0,52.52,5.6,6.5
zara,womens_skorts,new without tags,xs,30,6.86,5.19,2.0,18.0,6.1,5.7
supreme,brand_supreme,new with tags,one size,30,23.8,16.85,3.0,100.0,6.0,6.5
nike,brand_nike_tech_fleece_hoodie,good,xs,29,12.8,12.0,3.0,35.0,4.9,7.9
nike,shoes,good,8,29,15.76,12.0,4.0,50.0,4.1,5.6
zara,womens_tops_and_tshirts,new without tags,s,29,6.64,5.0,2.0,17.0,6.7,4.7
adidas,brand_adidas,new without tags,l,29,14.45,10.0,3.0,50.0,2.1,4.8
carhartt,brand_carhartt_t_shirt,new with tags,l,29,17.95,17.0,11.22,30.0,5.4,5.9
next,womens_jumpers_and_sweaters,very good,l,29,5.83,4.0,2.0,26.0,3.6,4.7
h&m,brand_hm,very good,6,29,6.84,5.0,3.0,15.0,3.1,4.8
polo ralph lauren,brand_polo_ralph_lauren,very good,w38,29,20.34,20.0,11.0,40.0,11.5,7.6
nike,shoes,very good,7.5,29,31.07,20.0,10.0,132.0,3.8,5.5
f&f,womens_jumpers_and_sweaters,very good,l,29,3.74,3.0,2.0,10.0,2.3,4.5
f&f,womens_jumpers_and_sweaters,very good,s,29,3.87,3.0,2.0,9.49,4.7,4.7
levi's,brand_levis,new with tags,m,29,18.57,13.5,6.0,50.0,5.1,5.2
adidas,brand_adidas,very good,xxl,29,15.19,10.0,3.0,50.0,3.4,5.2
stradivarius,womens_skorts,very good,m,29,5.92,5.0,2.5,12.0,4.3,6.9
ralph lauren,brand_ralph_lauren_shirt,new without tags,s,29,19.36,19.99,8.0,45.0,4.1,5.4
supreme,brand_supreme_hoodie,new without tags,l,29,77.42,60.0,12.0,250.0,7.5,8.7
next,womens_jumpers_and_sweaters,very good,s,29,4.45,3.0,1.0,27.0,4.9,5.1
next,shorts,very good,w34,28,3.4,3.0,2.0,8.49,3.1,5.4
nike,brand_nike_t_shirt,new with tags,xl,28,14.98,12.0,5.5,40.0,3.7,5.0
shein,womens_dresses,new without tags,l,28,4.0,3.0,1.5,18.0,4.9,5.6
gymshark,activewear,very good,m,28,10.02,8.5,5.0,30.0,2.5,4.5
adidas,brand_adidas_shoes,new with tags,8,28,37.5,35.0,10.0,105.0,3.2,5.0
next,jeans,very good,w36,28,4.2,3.25,2.0,8.0,5.7,5.9
polo ralph lauren,brand_polo_ralph_lauren,very good,w36,28,24.1,22.0,11.0,60.0,8.1,7.3
primark,womens_tops_and_tshirts,very good,l,28,2.02,2.0,1.0,4.0,5.8,5.4
carhartt,brand_carhartt,good,w38,28,20.74,17.0,6.99,52.99,4.9,5.5
nike,brand_nike,very good,12 years,28,5.88,5.0,3.0,30.0,2.1,4.7
nike,brand_nike,good,5,28,9.2,9.5,3.0,20.0,3.2,4.8
zara,womens_outerwear,new without tags,s,28,15.57,12.0,1.0,45.0,2.4,4.9
river island,womens_tops_and_tshirts,very good,l,28,4.29,3.0,1.0,12.0,3.6,3.8
montirex,activewear,very good,xl,28,14.32,10.0,3.5,40.0,2.4,4.6
adidas,brand_adidas_shoes,very good,4 junior | eu 37,28,11.32,9.0,4.0,40.0,3,5.6
carhartt wip,brand_carhartt_t_shirt,very good,m,28,14.32,15.0,7.0,40.0,5.2,6.6
polo ralph lauren,brand_ralph_lauren_polo_shirt,good,s,28,6.91,6.0,3.0,15.0,3.4,6.1
nike,brand_nike_t_shirt,good,xxl,28,6.62,5.0,3.0,22.0,4.7,5.4
hollister,womens_jumpers_and_sweaters,very good,s,28,10.7,6.0,3.0,40.0,3.1,4.0
new look,womens_jumpers_and_sweaters,very good,l,28,4.2,3.0,1.0,14.0,3.8,4.8
tu,womens_dresses,very good,m,28,4.07,4.0,2.0,10.0,5.0,5.2
stradivarius,womens_skorts,very good,xs,28,4.2,4.0,2.0,17.0,3.6,7.0
quiz,womens_dresses,very good,s,28,8.22,8.0,1.99,25.0,5.6,4.9
nike,brand_nike,very good,7,27,23.78,20.0,4.0,60.0,2.4,4.1
george,womens_jeans,very good,l,27,3.72,3.0,1.0,8.0,3.8,5.0
nike,brand_nike,very good,8,27,34.87,30.0,12.0,85.0,4,4.3
