listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses
59,https://www.vinted.co.uk/items/9805136890-xl-mens-columbia-fleece?referrer=catalog,Vinted,mens_outerwear,XL Men’s Columbia Fleece,39.00,39.00,0,,GBP,Columbia,XL,Very good,https://images1.vinted.net/t/06_0214b_nf7UodVA9RkXUhYxDum3XwjM/310x430/58228968.webp?s=ecc36dd81dfc3aa33bb8c1df3ee3d4588b2944f4,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
60,https://www.vinted.co.uk/items/9802600516-carhartt-white-sherpa-fleece-size-jacket-large-tough-durable-warm-workwear-fit?referrer=catalog,Vinted,mens_outerwear,Carhartt White Sherpa Fleece Size Jacket Large Tough Durable Warm Workwear Fit,31.96,31.96,0,,GBP,Carhartt,L,Very good,https://images1.vinted.net/t/06_00e16_FZxpv6B8SkiaCLdf4AaG1qUd/310x430/2dd87593.webp?s=8885632646377ae24c2d3d0f0cd562e9e5aeb4fc,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
61,https://www.vinted.co.uk/items/9810260411-polo-ralph-lauren-white-harrington-jacket-bandana-lining-size-m?referrer=catalog,Vinted,mens_outerwear,Polo Ralph Lauren White Harrington Jacket Bandana Lining Size M,33.00,33.00,0,,GBP,Ralph Lauren,M,Very good,https://images1.vinted.net/t/01_01528_Rgz5xjLvUDiNY8Po6cHrhMdu/310x430/7b222d26.webp?s=02f5ac9f6437a3e0cb96e62ce29982bdeb2b4ae5,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
62,https://www.vinted.co.uk/items/9793512370-the-north-face-micro-fleece?referrer=catalog,Vinted,mens_outerwear,The North Face Micro Fleece,10.00,10.00,0,,GBP,The North Face,M,Very good,https://images1.vinted.net/t/01_016ed_eVAgyPWjNGo7Vwt8P61Pxq78/310x430/f159314f.webp?s=ef88023973aeb41e8e5d99d61347521454b45c70,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
63,https://www.vinted.co.uk/items/9804854425-the-north-face-gilet-jacket?referrer=catalog,Vinted,mens_outerwear,The North Face Gilet Jacket,15.00,15.00,0,,GBP,The North Face,L,Very good,https://images1.vinted.net/t/01_0109a_3zkkW4f9yaxdeAXPwzAN9pHG/310x430/1966fa71.webp?s=12fc0c6fe5b2672a8607159af63b4e3e343af023,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
64,https://www.vinted.co.uk/items/9786001567-reversible-simmer-jacket-red-checkered?referrer=catalog,Vinted,mens_outerwear,Reversible simmer jacket. Red/ checkered,13.00,13.00,0,,GBP,,M,New without tags,https://images1.vinted.net/t/06_022ab_JCvgKJgsSGyXt4AUKZoq7dxu/310x430/e7ab89fa.webp?s=9558a68a7b0d3bf670d62ba0f2e58d192f009eb2,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
65,https://www.vinted.co.uk/items/9799327484-rydale-blue-fleece-gilet?referrer=catalog,Vinted,mens_outerwear,Rydale blue fleece gilet,20.00,20.00,0,,GBP,Rydale,L,Very good,https://images1.vinted.net/t/05_00891_midokMZX1RcfHoLC1aXZuBdL/310x430/74f1d965.webp?s=cf1ce43b2e71fb98abce5fd200c40e851c0ea681,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
66,https://www.vinted.co.uk/items/9793339940-cooneen-halfords-size-xxl-jacket?referrer=catalog,Vinted,mens_outerwear,Cooneen Halfords size XXL jacket,10.00,10.00,0,,GBP,Cooneen,XXL,New without tags,https://images1.vinted.net/t/02_00176_tP5dJDH6a1Qxe7SUGFN4Ziek/310x430/2488d7f2.webp?s=a6ab25efa393bd7aea21060e8a657eddbe202ecb,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
67,https://www.vinted.co.uk/items/9799113038-jacket?referrer=catalog,Vinted,mens_outerwear,Jacket,5.00,5.00,0,,GBP,Peter Storm,M,Very good,https://images1.vinted.net/t/02_00f3b_mb5NPHgMV5qJbdxDgo6rhopL/310x430/76ec30c2.webp?s=30aeda8355b1be1782e06592429d9136d6171c4d,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
68,https://www.vinted.co.uk/items/9808047468-mountain-warehouse-dark-outdoor-jacket?referrer=catalog,Vinted,mens_outerwear,Mountain Warehouse dark outdoor jacket,15.00,15.00,0,,GBP,Next,L,Very good,https://images1.vinted.net/t/02_00f1d_hseLekjKmohPDcKdahCqBWWv/310x430/f54f5fab.webp?s=d529a561b27c875cb528b4cc3978ce1975a21252,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
69,https://www.vinted.co.uk/items/9807445826-ms-autograph-pocket-zip-up-jacket-3xl-baby-blue?referrer=catalog,Vinted,mens_outerwear,M&S Autograph Pocket Zip Up Jacket 3XL Baby Blue,30.00,30.00,0,,GBP,M&S Autograph,XXXL,New with tags,https://images1.vinted.net/t/05_01cdd_X5YhnvkiSHNo6H7ZZugxKznD/310x430/b0f2009b.webp?s=13a06f27a77cf4e24864cac7fc1d3ec5df1bb871,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
70,https://www.vinted.co.uk/items/9790294511-vintage-camo-fleece?referrer=catalog,Vinted,mens_outerwear,Vintage camo fleece,15.00,15.00,0,,GBP,Trail Crest,XS,Very good,https://images1.vinted.net/t/06_010d7_1fpdi1YiWUkcWbuMzthUXJdS/310x430/4c278f40.webp?s=2038c02778d816164dfae38828026dc975ea0d9e,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
71,https://www.vinted.co.uk/items/9794314113-blend?referrer=catalog,Vinted,mens_outerwear,Blend,9.62,9.62,0,,GBP,Blend,L,Very good,https://images1.vinted.net/t/06_005e6_tFPWJz1gbgcKPUycJxTpgwVW/310x430/1f39291e.webp?s=b9422b03478e15a0bd5a69f0134a37d56ba89650,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
72,https://www.vinted.co.uk/items/9805746706-vans-medium-red-jacket?referrer=catalog,Vinted,mens_outerwear,Vans medium red jacket,15.00,15.00,0,,GBP,Vans,M,Very good,https://images1.vinted.net/t/02_00b7b_vsHcZGQKL2xE8vCiC5KiJ27k/310x430/0af020b9.webp?s=cc63fb674872c2cac5d0ef93fe7dda7091499cd4,2026-08-28T19:11:09.775201+00:00,2026-08-28T21:35:08.359714+00:00,active,,1
73,https://www.vinted.co.uk/items/9804347047-32-heat-new-gilet-size-2xl?referrer=catalog,Vinted,mens_outerwear,32 heat new gilet size 2xl,11.99,11.99,0,,GBP,32 heat,XXL,New without tags,https://images1.vinted.net/t/02_0206d_UAFQKBeY3ryBYF5w28bbMFhc/310x430/bcf5f20d.webp?s=0e19be10f1b2499671e25df9bf42106cf4e092fe,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
74,https://www.vinted.co.uk/items/9801947323-nike-acg-sherpa?referrer=catalog,Vinted,mens_outerwear,Nike ACG Sherpa,45.00,45.00,0,,GBP,Nike ACG,L,Very good,https://images1.vinted.net/t/04_00f6e_fgDQE4zHyXjQEVEH6irNRq9T/310x430/6c4f25bf.webp?s=16884bb38cb60e368eeaa6a30282f5620f090112,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
75,https://www.vinted.co.uk/items/9807390283-black-trespass-mens-padded-gilet-size-xl?referrer=catalog,Vinted,mens_outerwear,Black Trespass Mens padded Gilet. Size XL,5.99,5.99,0,,GBP,Trespass,XL,Good,https://images1.vinted.net/t/06_00142_Gevgo7fqa5nMsahDKxMrurwT/310x430/de23a730.webp?s=285c2c32d05977e995ae0a003a979d5fb1814362,2026-08-28T19:11:09.775201+00:00,2026-08-28T21:35:08.359714+00:00,active,,1
76,https://www.vinted.co.uk/items/9808956189-patagonia-mens-light-and-variable-jacket-size-large-in-black-brand-new-with-tags?referrer=catalog,Vinted,mens_outerwear,Patagonia Mens Light and Variable jacket size Large in Black. Brand new with tags.,70.00,70.00,0,,GBP,Patagonia,L,New with tags,https://images1.vinted.net/t/06_00bb2_ijFTC6gA3TsfXtD9EdH7ZBZp/310x430/7bd07a19.webp?s=374caafdfaf4d5043e9ad0cb65e91db0e0e315b2,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
77,https://www.vinted.co.uk/items/9798923121-uniqlo-utility-short-blouson-jacket?referrer=catalog,Vinted,mens_outerwear,Uniqlo Utility Short Blouson Jacket,40.00,40.00,0,,GBP,Uniqlo,M,Very good,https://images1.vinted.net/t/05_00214_LybyqCCVkve2vUrxsNgsVbvG/310x430/f7f6e4e8.webp?s=23d592449e86fe4b72c9aac52264272cbcd3b9e1,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
78,https://www.vinted.co.uk/items/9797216764-north-face-rain-jacket?referrer=catalog,Vinted,mens_outerwear,North Face rain jacket,22.00,22.00,0,,GBP,The North Face,XL,Very good,https://images1.vinted.net/t/05_01761_KxpYGPGjkvhB2QD84t6AUNUE/310x430/b494b4e0.webp?s=52c3e89b90f5b92bbcd15a293d2e993883de93e9,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
79,https://www.vinted.co.uk/items/9809274578-carhartt-dark-green-sherpa-zip-fleece-up-jacket-size-medium-warm-workwear-coat-winter-layer?referrer=catalog,Vinted,mens_outerwear,Carhartt Dark Green Sherpa Zip Fleece Up Jacket Size Medium Warm Workwear Coat Winter Layer,32.94,32.94,0,,GBP,Carhartt,M,Very good,https://images1.vinted.net/t/04_01ebe_3yQMEJDUpdbXhCBRZhuibzES/310x430/6aeade86.webp?s=b84384452483ca1fe309da94996020e82487e313,2026-08-28T19:11:09.775201+00:00,2026-08-28T19:11:09.775201+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
80,https://www.vinted.co.uk/items/9796529868-kwd-mens-m-puffer-jacket?referrer=catalog,Vinted,mens_outerwear,KWD Men’s M Puffer Jacket,25.00,25.00,0,,GBP,Kings Will Dream,M,Very good,https://images1.vinted.net/t/04_01dfb_21iUk9xbTh5JFkLgtJnYTWCc/310x430/3d6ed98d.webp?s=ddb259358fd762d4dc70bf8c8a83c702ae6a71b4,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
81,https://www.vinted.co.uk/items/9799150700-mens-grey-zip-up-fleece-omni-heat-large-winter-autumn-outdoors-hiking?referrer=catalog,Vinted,mens_outerwear,Men's Grey zip up fleece Omni Heat large winter autumn outdoors hiking,12.99,12.99,0,,GBP,Columbia,L,Very good,https://images1.vinted.net/t/02_0131f_i8t2F85dPwsUkyLbFuCq1EAY/310x430/3dc75ef3.webp?s=02fd64661e14bc570fc440ca6843ad4e4f55019f,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
82,https://www.vinted.co.uk/items/9782530833-jack-wills-men-large-coat?referrer=catalog,Vinted,mens_outerwear,Jack wills men large coat,20.00,20.00,0,,GBP,Jack Wills,L,New without tags,https://images1.vinted.net/t/05_025d4_cQYuwiakRbGU5MK12vPrxd7s/310x430/d0109930.webp?s=cd6192835908365849fd5f66535b75bad21249f1,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
83,https://www.vinted.co.uk/items/9809831009-jacamo-fleece-shirt-shacket-2xl?referrer=catalog,Vinted,mens_outerwear,"Jacamo fleece shirt, shacket. 2xl",7.00,7.00,0,,GBP,Jacamo,XXL,New without tags,https://images1.vinted.net/t/02_01def_LvWCWkpBeZw7cG9hyYWhDzPK/310x430/3423899e.webp?s=87643c7a29c65d364111f934d1f39c446aa5d638,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
84,https://www.vinted.co.uk/items/9794040636-vintage-french-sanfor-chore-jacket-size-50-large?referrer=catalog,Vinted,mens_outerwear,Vintage French Sanfor chore jacket size 50 Large,32.00,32.00,0,,GBP,Sanfor,L,Very good,https://images1.vinted.net/t/06_00580_we22VFa1wMKs3YkCK54n5qof/310x430/b520386a.webp?s=f387d541eb651d254a58f67aed4f80f9ea34ea40,2026-08-28T19:11:09.775201+00:00,2026-08-28T19:11:09.775201+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
85,https://www.vinted.co.uk/items/9802593554-mens-winter-puffa-bomber-jacket?referrer=catalog,Vinted,mens_outerwear,Mens winter puffa bomber jacket,15.00,15.00,0,,GBP,closure london,L,Very good,https://images1.vinted.net/t/04_00125_hMY56T4hGrUeYnonrRTsrkjL/310x430/2f40f57a.webp?s=50314a5cc87e7e932dfde804f1a05d165bac6bde,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
86,https://www.vinted.co.uk/items/9809055936-mens-polarino-coat-bnwt-xl?referrer=catalog,Vinted,mens_outerwear,Men’s polarino coat Bnwt xl,23.00,23.00,0,,GBP,Polarino,L,New with tags,https://images1.vinted.net/t/03_01338_Fp85Zu79qGZf7QgN4qjP6m9t/310x430/045dd060.webp?s=5d567df8bbca0e907e06f324d8cc5cef094d5641,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
87,https://www.vinted.co.uk/items/9800436885-tommy-hilfiger-coat?referrer=catalog,Vinted,mens_outerwear,tommy hilfiger coat,15.00,15.00,0,,GBP,Tommy Hilfiger,S,Very good,https://images1.vinted.net/t/02_01756_UsFDk9j9xJgy3m21AMTog2uD/310x430/6b3b7b92.webp?s=de2390c69f52b335b9e2b35e2b3517465128d552,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
88,https://www.vinted.co.uk/items/9792290691-carhartt-grey-sherpa-jacket-fleece-size-small-durable-warm-workwear-jumper-cozy?referrer=catalog,Vinted,mens_outerwear,Carhartt Grey Sherpa Jacket Fleece Size Small Durable Warm Workwear Jumper Cozy,32.37,32.37,0,,GBP,Carhartt,S,Very good,https://images1.vinted.net/t/01_0003d_9x3WEPzdWkJSwMP4jiBvT7sA/310x430/c07cd0d3.webp?s=0e22df39afaf9d86d28c5aec4cbd0e3c65b020a8,2026-08-28T19:11:09.775201+00:00,2026-08-28T19:11:09.775201+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
89,https://www.vinted.co.uk/items/9807508825-the-stronghold-slate-grey-mens-chore-utility-heavyweight-shacket-jacket-size-xs?referrer=catalog,Vinted,mens_outerwear,The Stronghold slate grey mens chore utility heavyweight shacket jacket size XS,22.95,22.95,0,,GBP,The Stronghold,XS,Very good,https://images1.vinted.net/t/05_01ab8_mxTWsWhmb46TUSFBNsCm1Af9/310x430/07c1f4ae.webp?s=d3e607a6b20ac3cd9a97d0dbb635b3ebf62c8762,2026-08-28T19:11:09.775201+00:00,2026-08-28T19:11:09.775201+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
90,https://www.vinted.co.uk/items/9794701292-mens-adidas-windbreaker?referrer=catalog,Vinted,mens_outerwear,Men’s Adidas windbreaker,11.00,11.00,0,,GBP,adidas,XS,Good,https://images1.vinted.net/t/02_00221_mtuV86UaFJo5jJpyGra5fc4W/310x430/d70c57a1.webp?s=75fff95dfd407bf711b6108daf7bba1ea704f4a7,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
91,https://www.vinted.co.uk/items/9799271802-bershka-racing-style-faux-leather-bomber-jacket-xl?referrer=catalog,Vinted,mens_outerwear,Bershka Racing Style Faux Leather Bomber Jacket – XL,25.00,25.00,0,,GBP,Bershka,XL,Very good,https://images1.vinted.net/t/05_012a9_JHDfvJX4c5fBt2h1nsXMeg8M/310x430/c4789346.webp?s=4fc4ab25e3b9757a1fadc647196bf61482787b15,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
92,https://www.vinted.co.uk/items/9790285174-mens-black-peacoat-coat-from-boohoo-man-size-medium?referrer=catalog,Vinted,mens_outerwear,Men’s black peacoat coat from boohoo man size medium,12.00,12.00,0,,GBP,BoohooMAN,M,Very good,https://images1.vinted.net/t/05_01cfc_fB4m8khxZgvPu7WeLgSUY4fT/310x430/6b79711f.webp?s=f1d141e475e57108423ad7ee1e4428449818ade9,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
93,https://www.vinted.co.uk/items/9807378690-the-north-face-quest-dryvent-jacket?referrer=catalog,Vinted,mens_outerwear,The North face Quest Dryvent Jacket,40.00,40.00,0,,GBP,The North Face,M,Very good,https://images1.vinted.net/t/02_018b0_ZNNHSYfSe86Wgtm3mQjNBtQW/310x430/ae03c861.webp?s=079dc5956852f21179a72fa3b39981365ef239bb,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
94,https://www.vinted.co.uk/items/9797017416-nike-windbreaker?referrer=catalog,Vinted,mens_outerwear,Nike windbreaker,17.00,17.00,0,,GBP,Nike,S,Good,https://images1.vinted.net/t/06_01946_ghyoYREtXra2WFQdQWmaHAkc/310x430/d3b34853.webp?s=ae014e21949324c191ab78e8a174c0b548926d39,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
95,https://www.vinted.co.uk/items/9796300515-gul-evorove-dryr0be-unisex?referrer=catalog,Vinted,mens_outerwear,Gul EvoRove DryR0be Unisex,40.00,40.00,0,,GBP,GUL,M,Very good,https://images1.vinted.net/t/02_006f3_ShFK8oksycPXL3G5FN5p72cD/310x430/bee0c44a.webp?s=c3dc50a9f787a41f529a6cf1c0dd02194a54f12a,2026-08-28T19:11:09.775201+00:00,2026-08-28T19:11:09.775201+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
96,https://www.vinted.co.uk/items/9801290042-reiss-khaki-cargo-shirtjacket?referrer=catalog,Vinted,mens_outerwear,Reiss khaki cargo shirt/jacket,13.50,13.50,0,,GBP,Reiss,L,Very good,https://images1.vinted.net/t/05_00b97_P5bUfDu8QHFsxY7KQ2GJTBG2/310x430/2e9eb006.webp?s=1bc5979767cd4f60cdc65252bfe751e73765af26,2026-08-28T19:11:09.775201+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
97,https://www.vinted.co.uk/items/9804959636-north-face-jacket-liner?referrer=catalog,Vinted,mens_outerwear,North Face Jacket / liner,20.00,20.00,0,,GBP,The North Face,XL,Very good,https://images1.vinted.net/t/06_01b35_Nm7q8V5jeMfHYrHLuEEmN3JP/310x430/e56406f7.webp?s=45eaf7e705fba8a011d8645da0ffa1c3fc3704a0,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
98,https://www.vinted.co.uk/items/9786869035-napapijri-windbreaker-jacket-small?referrer=catalog,Vinted,mens_outerwear,Napapijri Windbreaker Jacket Small,25.00,25.00,0,,GBP,Napapijri,S,Good,https://images1.vinted.net/t/02_000dd_dWWpMKmkBTSFaVgfwkYAuAv2/310x430/78b08c7d.webp?s=3b62ef2444e3a83d1a0fe1c8ab21f7514629b9c9,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
99,https://www.vinted.co.uk/items/9807409023-unisex-vintage-1990s-nike-patterned-purple-teal-windbreaker-shell-jacket-size-l?referrer=catalog,Vinted,mens_outerwear,Unisex Vintage 1990s Nike Patterned Purple & Teal Windbreaker Shell Jacket - Size L,40.00,45.00,1,2026-08-29T04:41:49.516823+00:00,GBP,Nike,L,Very good,https://images1.vinted.net/t/05_018f2_YJyzPfBoDaJ5648yzkUma3n4/310x430/f8fe5881.webp?s=5fca062c747b5af425dc4120f2c52f102790398d,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
100,https://www.vinted.co.uk/items/9804372986-jacket?referrer=catalog,Vinted,mens_outerwear,Jacket,12.00,12.00,0,,GBP,BadRhino,4XL,Very good,https://images1.vinted.net/t/05_0020c_TvTj6Jn7LpYs9LcjKyKJJkLz/310x430/b4f5254d.webp?s=3c0592fa8c1fe9776bbc6dfcfc28277e3ca6af85,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
101,https://www.vinted.co.uk/items/9807195317-reversible-vintage-san-francisco-jacket-fleece?referrer=catalog,Vinted,mens_outerwear,Reversible vintage San Francisco jacket fleece,10.00,10.00,0,,GBP,SAN FRANCISCO,L,Good,https://images1.vinted.net/t/05_024b6_H51ggjJgBWKauPAcyBNLuakr/310x430/c117b71c.webp?s=8606389ae2290dc665f339813bb57d43c0c7daed,2026-08-28T19:11:17.903927+00:00,2026-08-28T19:11:17.903927+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
102,https://www.vinted.co.uk/items/9804952065-universal-works-khaki-bakers-jacket?referrer=catalog,Vinted,mens_outerwear,Universal works khaki bakers jacket,75.00,75.00,0,,GBP,Universal Works,XL,Very good,https://images1.vinted.net/t/06_02667_A1F1mGUjZFe4eqKeEC4doF7r/310x430/5c1fc6e6.webp?s=3e7fe747172b9b2c5570ec6937fc0ac7aee7412a,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
103,https://www.vinted.co.uk/items/9804878699-manchester-united-jacket-kids-116-128cm?referrer=catalog,Vinted,mens_outerwear,Manchester United Jacket Kids 116-128cm,7.00,7.00,0,,GBP,Manchester United,One size,Very good,https://images1.vinted.net/t/06_006fe_wA5R92eXNDXtkpvLMaFEULy2/310x430/24fa6452.webp?s=89a80d97b4e2ea192f48581d3b1bbe5db533bd35,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:42.912930+00:00,active,,0
104,https://www.vinted.co.uk/items/9797185468-berghaus-fleece-jacket?referrer=catalog,Vinted,mens_outerwear,Berghaus fleece Jacket,28.00,28.00,0,,GBP,Berghaus,L,New with tags,https://images1.vinted.net/t/02_01ea5_vuYhZbRjKRrJbjVcQokQMbL1/310x430/8242324e.webp?s=11a31e260ae2395211e3c4833fa3a98a3bada75d,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
105,https://www.vinted.co.uk/items/9800710771-barbour-jacket?referrer=catalog,Vinted,mens_outerwear,Barbour jacket,35.00,35.00,0,,GBP,Barbour,M,Very good,https://images1.vinted.net/t/02_00032_wmgFByGSjMck3v6M1sz1aQTN/310x430/5894a8c3.webp?s=d59f41649874535e9e6af9728765bf09a77a0bf5,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
106,https://www.vinted.co.uk/items/9803809227-vintage-lauren-ralph-lauren-black-leather-jacket-retro-90s-3xl-biker-f25411?referrer=catalog,Vinted,mens_outerwear,"Vintage Lauren Ralph Lauren black leather jacket, retro 90s 3XL biker F2541.1",24.95,24.95,0,,GBP,LAUREN Ralph Lauren,XXXL,Very good,https://images1.vinted.net/t/02_01f8e_XfwB5Fh6o4rvgqdGcpBfkq2r/310x430/8432d107.webp?s=e4ec3243eea73e9e0153231164647944c851c620,2026-08-28T19:11:17.903927+00:00,2026-08-28T21:35:08.359714+00:00,active,,1
107,https://www.vinted.co.uk/items/9804436819-outdoor-jacket?referrer=catalog,Vinted,mens_outerwear,Outdoor Jacket,4.00,4.00,0,,GBP,OUTDOOR,XXL,Good,https://images1.vinted.net/t/05_00ed2_fpm4zm7kiYkkdx9cukBCjyzK/310x430/e2836999.webp?s=8baa83ea33f77281660b280bd1973d38b626fd28,2026-08-28T19:11:17.903927+00:00,2026-08-28T19:11:17.903927+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
108,https://www.vinted.co.uk/items/9785982992-mens-brown-topman-jacket-size-m-cuffed-sleeves-lots-of-pockets?referrer=catalog,Vinted,mens_outerwear,Mens brown topman jacket size M. Cuffed sleeves. Lots of pockets,7.50,7.50,0,,GBP,Topman,M,Very good,https://images1.vinted.net/t/05_02621_7CT9TweENVyfRmmRxdskM6h3/310x430/0a4d4a63.webp?s=e43fd8ee4a424b708c96d06217c66d92476a0f24,2026-08-28T19:11:17.903927+00:00,2026-08-28T21:35:18.893711+00:00,active,,1
109,https://www.vinted.co.uk/items/9808399827-mens-eddie-bauer-zip-up-polartec-fleece-in-black-size-medium-39-40-chest?referrer=catalog,Vinted,mens_outerwear,"Mens Eddie Bauer zip up Polartec fleece in black, size Medium (39”-40” chest).",12.00,12.00,0,,GBP,Eddie Bauer,M,Very good,https://images1.vinted.net/t/02_019ec_7azdp3SGHLwkyQjuqJcanmgM/310x430/5817cfd0.webp?s=3ccc8be638d45825fb710b0ed8616593a7595fb9,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:49.516823+00:00,active,,0
110,https://www.vinted.co.uk/items/9809734407-folio-jacket-large-men-new-with-tags?referrer=catalog,Vinted,mens_outerwear,Folio Jacket large men - new with tags,18.75,20.00,1,2026-08-29T04:41:56.771127+00:00,GBP,Folio,L,New with tags,https://images1.vinted.net/t/02_00aab_UV2jz9iNYqAUtwEFBfnjPHRv/310x430/184592f3.webp?s=ea7ee30ca8d7e2137ee5264a7254556eec5f14ca,2026-08-28T19:11:17.903927+00:00,2026-08-29T04:41:56.771127+00:00,active,,0
